"","y","eta","c_s","ppi.1","ppi.2","ppi.3","ppi.4","PPi","II","RRi","ARi"
"250",4,0.0976840553360821,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,72,5,1,71
"251",4,-0.654749080258398,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,73,1,1,72
"252",1,0.193328026426151,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,73,2,1,72
"253",4,-0.0992022979133509,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,73,3,1,72
"254",4,-0.0106147985178774,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,73,4,1,72
"255",4,-1.12315954067309,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,73,5,1,72
"256",4,-0.834659245452853,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,74,1,1,73
"257",4,-0.514772920341471,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,74,2,1,73
"258",4,-1.06271179379077,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,74,3,1,73
"259",2,0.0130996212085519,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,74,4,1,73
"260",2,-0.503661759387885,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,74,5,1,73
"261",4,-0.26768176707607,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,75,1,1,74
"262",4,-0.0735406017655832,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,75,2,1,74
"263",4,-0.145697419240413,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,75,3,1,74
"264",4,-0.535475774380475,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,75,4,1,74
"265",1,-0.694646618609558,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,75,5,1,74
"266",1,-0.558472172073007,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,76,1,1,75
"267",2,0.410141668812693,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,76,2,1,75
"268",2,-0.401124896722826,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,76,3,1,75
"269",1,-0.0877698820748337,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,76,4,1,75
"270",4,0.250420263025718,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,76,5,1,75
"271",4,0.378553623914421,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,78,1,1,76
"272",4,-0.369260384006438,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,78,2,1,76
"273",1,-0.0860284398317588,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,78,3,1,76
"274",4,0.738876281658125,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,78,4,1,76
"275",4,-0.16811793465653,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,78,5,1,76
"276",3,0.982571696978371,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,79,1,1,78
"277",4,1.06457012046831,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,79,2,1,78
"278",3,-0.201947299420749,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,79,3,1,78
"279",4,0.216442456914048,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,79,4,1,78
"280",1,0.380134205805152,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,79,5,1,78
"281",1,0.195000389512203,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,80,1,1,79
"282",4,0.376806866477131,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,80,2,1,79
"283",1,0.349360723071995,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,80,3,1,79
"284",4,0.201469637593817,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,80,4,1,79
"285",1,-0.205719822948982,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,80,5,1,79
"286",4,-1.44871095616992,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,84,1,1,80
"287",4,-0.916113785249629,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,84,2,1,80
"288",3,1.40796964024424,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,84,3,1,80
"289",4,0.563190306773086,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,84,4,1,80
"290",2,-0.216061680855805,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,84,5,1,80
"291",4,-0.11396617223479,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,85,1,1,84
"292",2,-0.212106186419217,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,85,2,1,84
"293",2,-0.158573395467858,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,85,3,1,84
"294",3,-0.808762172819713,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,85,4,1,84
"295",2,-0.492313044483107,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,85,5,1,84
"296",3,0.54015338389003,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,87,1,1,85
"297",4,1.36184265268668,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,87,2,1,85
"298",1,0.651351655961999,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,87,3,1,85
"299",4,0.100708841106612,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,87,4,1,85
"300",3,-1.76198784141842,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,87,5,1,85
"301",3,-0.839129909271457,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,88,1,1,87
"302",3,-0.365690532713483,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908512,88,2,1,87
"303",3,0.530354441230575,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,88,3,1,87
"304",2,0.13018113178357,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,88,4,1,87
"305",2,-0.572841399187481,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,88,5,1,87
"306",2,-0.639244776585668,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,89,1,1,88
"307",1,-0.386871612192903,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,89,2,1,88
"308",2,-0.0796926709639535,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,89,3,1,88
"309",2,0.371467173028377,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,89,4,1,88
"310",3,0.800010410388338,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,89,5,1,88
"311",3,-0.0248104199699198,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,91,1,1,89
"312",4,0.55531981355646,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,91,2,1,89
"313",4,0.851189850221014,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,91,3,1,89
"314",4,-0.583217723037774,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,91,4,1,89
"315",3,-0.0902652372429513,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,91,5,1,89
"316",3,0.224819645423924,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,92,1,1,91
"317",4,-0.805553179049799,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,92,2,1,91
"318",4,0.496832819614063,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,92,3,1,91
"319",1,0.717503309970236,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,92,4,1,91
"320",1,0.187924867844049,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,92,5,1,91
"321",3,-0.37191543450181,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,93,1,1,92
"322",3,-0.1101428669486,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,93,2,1,92
"323",2,0.440511315658149,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,93,3,1,92
"324",4,-0.322119069930323,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,93,4,1,92
"325",4,-0.350105955055012,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,93,5,1,92
"326",3,-1.82960722183623,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,94,1,1,93
"327",4,0.00914308553220547,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,94,2,1,93
"328",1,-1.31100565017591,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,94,3,1,93
"329",4,-0.0312768437261122,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,94,4,1,93
"330",2,1.61341659025409,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,94,5,1,93
"331",1,-0.394126258147872,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,95,1,1,94
"332",4,0.55335694010779,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,95,2,1,94
"333",4,-0.256426298980214,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,95,3,1,94
"334",4,3.00611101455317,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,95,4,1,94
"335",2,-1.00556874495632,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,95,5,1,94
"336",1,0.208655731353812,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,96,1,1,95
"337",1,0.311910936495082,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,96,2,1,95
"338",3,-0.0323734182206171,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,96,3,1,95
"339",4,-0.334716592265538,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,96,4,1,95
"340",4,0.523846188780086,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,96,5,1,95
"341",4,1.29080599912516,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,97,1,1,96
"342",1,0.810056159573935,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,97,2,1,96
"343",4,1.09697758870291,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,97,3,1,96
"344",2,1.00639761891928,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,97,4,1,96
"345",4,0.0280637013320878,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,97,5,1,96
"346",4,-0.0412466845330298,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,98,1,1,97
"347",4,0.889802105853801,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,98,2,1,97
"348",4,1.79649509535842,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,98,3,1,97
"349",2,0.478035409898806,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,98,4,1,97
"350",1,0.0976840553360821,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,98,5,1,97
"351",4,-0.654749080258398,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,100,1,1,98
"352",3,0.193328026426151,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,100,2,1,98
"353",4,-0.0992022979133509,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,100,3,1,98
"354",4,-0.0106147985178774,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,100,4,1,98
"355",3,-1.12315954067309,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,100,5,1,98
"356",4,-0.834659245452853,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,1,1,2,0
"357",1,-0.514772920341471,1,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,1,2,2,0
"358",2,-1.06271179379077,1,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,1,3,2,0
"359",1,0.0130996212085519,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,1,4,2,0
"360",2,-0.503661759387885,2,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,1,5,2,0
"361",3,-0.26768176707607,2,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,2,1,2,1
"362",4,-0.0735406017655832,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,2,2,2,1
"363",3,-0.145697419240413,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,2,3,2,1
"364",2,-0.535475774380475,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,2,4,2,1
"365",3,-0.694646618609558,2,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,2,5,2,1
"366",3,-0.558472172073007,2,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,3,1,2,2
"367",2,0.410141668812693,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,3,2,2,2
"368",4,-0.401124896722826,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,3,3,2,2
"369",4,-0.0877698820748337,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,3,4,2,2
"370",4,0.250420263025718,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,3,5,2,2
"371",4,0.378553623914421,2,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,4,1,2,3
"372",2,-0.369260384006438,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,4,2,2,3
"373",3,-0.0860284398317588,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,4,3,2,3
"374",2,0.738876281658125,1,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,4,4,2,3
"375",3,-0.16811793465653,2,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,4,5,2,3
"376",3,0.982571696978371,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,5,1,2,4
"377",3,1.06457012046831,1,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,5,2,2,4
"378",1,-0.201947299420749,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,5,3,2,4
"379",4,0.216442456914048,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,5,4,2,4
"380",3,0.380134205805152,2,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,5,5,2,4
"381",1,0.195000389512203,2,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,6,1,2,5
"382",2,0.376806866477131,1,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,6,2,2,5
"383",3,0.349360723071995,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,6,3,2,5
"384",3,0.201469637593817,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,6,4,2,5
"385",1,-0.205719822948982,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,6,5,2,5
"386",3,-1.44871095616992,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,7,1,2,6
"387",2,-0.916113785249629,1,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,7,2,2,6
"388",4,1.40796964024424,1,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,7,3,2,6
"389",2,0.563190306773086,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,7,4,2,6
"390",2,-0.216061680855805,2,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,7,5,2,6
"391",1,-0.11396617223479,2,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,9,1,2,7
"392",3,-0.212106186419217,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,9,2,2,7
"393",4,-0.158573395467858,1,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,9,3,2,7
"394",4,-0.808762172819713,1,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,9,4,2,7
"395",4,-0.492313044483107,2,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,9,5,2,7
"396",4,0.54015338389003,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,12,1,2,9
"397",2,1.36184265268668,1,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,12,2,2,9
"398",4,0.651351655961999,1,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,12,3,2,9
"399",4,0.100708841106612,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,12,4,2,9
"400",3,-1.76198784141842,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,12,5,2,9
"401",3,-0.839129909271457,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,15,1,2,12
"402",3,-0.365690532713483,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,15,2,2,12
"403",4,0.530354441230575,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,15,3,2,12
"404",4,0.13018113178357,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,15,4,2,12
"405",4,-0.572841399187481,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,15,5,2,12
"406",4,-0.639244776585668,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,16,1,2,15
"407",2,-0.386871612192903,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,16,2,2,15
"408",1,-0.0796926709639535,1,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,16,3,2,15
"409",4,0.371467173028377,1,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,16,4,2,15
"410",3,0.800010410388338,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,16,5,2,15
"411",4,-0.0248104199699198,2,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,20,1,2,16
"412",1,0.55531981355646,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,20,2,2,16
"413",1,0.851189850221014,1,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,20,3,2,16
"414",3,-0.583217723037774,1,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,20,4,2,16
"415",3,-0.0902652372429513,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,20,5,2,16
"416",2,0.224819645423924,2,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,21,1,2,20
"417",4,-0.805553179049799,1,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,21,2,2,20
"418",1,0.496832819614063,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,21,3,2,20
"419",4,0.717503309970236,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,21,4,2,20
"420",1,0.187924867844049,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,21,5,2,20
"421",2,-0.37191543450181,2,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,24,1,2,21
"422",1,-0.1101428669486,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,24,2,2,21
"423",2,0.440511315658149,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,24,3,2,21
"424",2,-0.322119069930323,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,24,4,2,21
"425",4,-0.350105955055012,2,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,24,5,2,21
"426",2,-1.82960722183623,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,25,1,2,24
"427",3,0.00914308553220547,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,25,2,2,24
"428",1,-1.31100565017591,1,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,25,3,2,24
"429",4,-0.0312768437261122,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,25,4,2,24
"430",3,1.61341659025409,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,25,5,2,24
"431",4,-0.394126258147872,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,28,1,2,25
"432",3,0.55335694010779,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,28,2,2,25
"433",4,-0.256426298980214,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,28,3,2,25
"434",2,3.00611101455317,1,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,28,4,2,25
"435",4,-1.00556874495632,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,28,5,2,25
"436",1,0.208655731353812,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,29,1,2,28
"437",2,0.311910936495082,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,29,2,2,28
"438",1,-0.0323734182206171,1,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,29,3,2,28
"439",1,-0.334716592265538,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,29,4,2,28
"440",2,0.523846188780086,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,29,5,2,28
"441",4,1.29080599912516,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,31,1,2,29
"442",1,0.810056159573935,1,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,31,2,2,29
"443",4,1.09697758870291,1,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,31,3,2,29
"444",4,1.00639761891928,1,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,31,4,2,29
"445",4,0.0280637013320878,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,31,5,2,29
"446",1,-0.0412466845330298,2,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,32,1,2,31
"447",3,0.889802105853801,1,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,32,2,2,31
"448",3,1.79649509535842,1,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,32,3,2,31
"449",4,0.478035409898806,1,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,32,4,2,31
"450",3,0.0976840553360821,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,32,5,2,31
"451",1,-0.654749080258398,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,33,1,2,32
"452",2,0.193328026426151,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,33,2,2,32
"453",4,-0.0992022979133509,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,33,3,2,32
"454",2,-0.0106147985178774,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,33,4,2,32
"455",4,-1.12315954067309,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,33,5,2,32
"456",4,-0.834659245452853,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,34,1,2,33
"457",3,-0.514772920341471,1,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,34,2,2,33
"458",4,-1.06271179379077,1,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,34,3,2,33
"459",4,0.0130996212085519,2,0.172747809119668,0.195487198107058,0.198457978826114,0.43330701394716,34,4,2,33
"460",4,-0.503661759387885,2,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,34,5,2,33
"461",3,-0.26768176707607,2,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,37,1,2,34
"462",3,-0.0735406017655832,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,37,2,2,34
"463",4,-0.145697419240413,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,37,3,2,34
"464",4,-0.535475774380475,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,37,4,2,34
"465",4,-0.694646618609558,2,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,37,5,2,34
"466",1,-0.558472172073007,2,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,38,1,2,37
"467",3,0.410141668812693,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,38,2,2,37
"468",3,-0.401124896722826,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,38,3,2,37
"469",1,-0.0877698820748337,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,38,4,2,37
"470",1,0.250420263025718,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,38,5,2,37
"471",3,0.378553623914421,2,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,39,1,2,38
"472",4,-0.369260384006438,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,39,2,2,38
"473",4,-0.0860284398317588,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,39,3,2,38
"474",2,0.738876281658125,1,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,39,4,2,38
"475",2,-0.16811793465653,2,0.173563285264824,0.193813375145083,0.196157208791036,0.436466130799057,39,5,2,38
"476",4,0.982571696978371,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,41,1,2,39
"477",1,1.06457012046831,1,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,41,2,2,39
"478",3,-0.201947299420749,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,41,3,2,39
"479",4,0.216442456914048,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,41,4,2,39
"480",1,0.380134205805152,2,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799056,41,5,2,39
"481",4,0.195000389512203,2,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,44,1,2,41
"482",3,0.376806866477131,1,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,44,2,2,41
"483",1,0.349360723071995,2,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,44,3,2,41
"484",1,0.201469637593817,2,0.172747809119668,0.195487198107058,0.198457978826115,0.433307013947159,44,4,2,41
"485",3,-0.205719822948982,1,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799056,44,5,2,41
"486",4,-1.44871095616992,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,45,1,2,44
"487",2,-0.916113785249629,1,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,45,2,2,44
"488",1,1.40796964024424,1,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,45,3,2,44
"489",4,0.563190306773086,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,45,4,2,44
"490",4,-0.216061680855805,2,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,45,5,2,44
"491",4,-0.11396617223479,2,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,48,1,2,45
"492",4,-0.212106186419217,2,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,48,2,2,45
"493",4,-0.158573395467858,1,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620444,48,3,2,45
"494",4,-0.808762172819713,1,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,48,4,2,45
"495",3,-0.492313044483107,2,0.173563285264825,0.193813375145083,0.196157208791036,0.436466130799057,48,5,2,45
"496",2,0.54015338389003,1,0.17447197103164,0.191103080574752,0.192674605055761,0.441750343337847,51,1,2,48
"497",4,1.36184265268668,1,0.173612263272236,0.193697641514175,0.196002778411808,0.436687316801781,51,2,2,48
"498",3,0.651351655961999,1,0.172978579215911,0.195053749154009,0.197849454009637,0.434118217620443,51,3,2,48
"499",4,0.100708841106612,2,0.172747809119668,0.195487198107058,0.198457978826114,0.433307013947159,51,4,2,48
