"","y","eta","c_s","ppi.1","ppi.2","ppi.3","ppi.4","PPi","II","RRi","ARi","lambda","beta","delta","tau.1","tau.2","phi"
"213",4,-0.663022381335562,1,5.89409666132837e-05,0.0150056492162313,0.0922301660569665,0.892705243760189,74,3,1,73,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"214",4,1.58246498427057,2,9.53074810626901e-06,0.00705500197264041,0.0618405393786034,0.93109492790065,74,4,1,73,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"215",4,-2.83978803765524,2,0.0229099168248575,0.144559311640164,0.26554141583237,0.566989355702609,74,5,1,73,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"216",3,-1.68038800516161,1,0.0332278531642277,0.564792505173428,0.240914048915504,0.16106559274684,75,1,1,74,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"217",2,0.507571118873675,2,0.149869759476039,0.541133127600478,0.205908023989654,0.103089088933829,75,2,1,74,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"218",4,-0.377977799738391,2,0.0693302882820283,0.696909580835353,0.169126058955349,0.0646340719272701,75,3,1,74,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"219",2,1.11631186512491,2,0.0484768422328989,0.76350903665182,0.142396731954952,0.0456173891603293,75,4,1,74,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
"220",1,0.342867110679709,1,0.181199904499601,0.391779345841959,0.246597542905601,0.180423206752839,75,5,1,74,-0.815728160823804,0.0641561938708907,3.36776473870934,3.58533067269739,-0.0173673331188809,1.01441175391709
"221",4,0.705259278640289,1,0.00131401292865162,0.105886385648294,0.214124898210015,0.678674703213039,76,1,1,75,0.278273684146734,-0.504881806802586,-0.585644413516335,-0.211833603383945,-0.133659978299199,-0.348557525800724
"222",2,-0.624793013539503,2,0.0318185628191147,0.297132819515316,0.292415053376315,0.378633564289254,76,2,1,75,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"223",4,0.269772052169637,2,0.0047525267126801,0.230212531532674,0.269224153038421,0.495810788716225,76,3,1,75,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"224",2,-1.29915447192169,1,0.00205048385185951,0.21024997901799,0.255282797338039,0.532416739792112,76,4,1,75,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"225",1,-1.1100087988393,1,0.0754458370474283,0.274691061840124,0.291150413325174,0.358712687787274,76,5,1,75,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"226",3,0.733051058289443,1,0.00436030700291364,0.214871890024696,0.265722725782709,0.515045077189681,77,1,1,76,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"227",2,0.392828128576044,1,0.056208935516251,0.388743904414923,0.283335414769656,0.27171174529917,77,2,1,76,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"228",2,0.905570542489479,1,0.0133457351964942,0.39330201479654,0.279827571722686,0.31352467828428,77,3,1,76,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"229",4,1.64561336897363,1,0.00715366184335793,0.405789401844624,0.27257057775233,0.314486358559688,77,4,1,76,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"230",2,1.44822244612882,1,0.102404567718322,0.316232817807736,0.284287774060931,0.297074840413011,77,5,1,76,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"231",4,-1.56768438964095,1,0.00311130063561801,0.177131635117378,0.253067773952125,0.566689290294879,78,1,1,77,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"232",4,-0.405450709482824,2,0.0479318534574823,0.362044780038017,0.288190323912166,0.301833042592335,78,2,1,77,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"233",3,-0.326991790374226,2,0.0100443487071522,0.342495910812802,0.281948419539574,0.365511320940472,78,3,1,77,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"234",2,-0.374618038805771,1,0.00508984278675733,0.343514814201723,0.274531735099782,0.376863607911738,78,4,1,77,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
"235",4,0.232318834324709,1,0.0938731988620833,0.304244685333796,0.287056919297152,0.314825196506969,78,5,1,77,-0.815728160823804,0.0641561938708907,3.36776473870934,3.58533067269739,-0.0173673331188809,1.01441175391709
"236",4,-0.329086004268301,1,0.00134094875937294,0.107206574671951,0.215088512911345,0.676363963657331,83,1,1,78,0.278273684146734,-0.504881806802586,-0.585644413516335,-0.211833603383945,-0.133659978299199,-0.348557525800724
"237",2,-0.789725591874952,2,0.0321295176047824,0.298592662220127,0.292437521453782,0.376840298721309,83,2,1,78,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"238",2,-0.209691462734327,2,0.00483879984234244,0.232527740655896,0.269769315893316,0.492864143608446,83,3,1,78,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"239",2,-1.18574426722002,2,0.00209613141828509,0.21289602032146,0.256048691171123,0.528959157089132,83,4,1,78,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"240",2,0.968160268341316,1,0.0758324521690589,0.275369167661981,0.291097958570359,0.357700421598602,83,5,1,78,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"241",4,0.185851815469245,1,0.000384074729442668,0.0491169238665139,0.157627920190377,0.792871081213666,84,1,1,83,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"242",4,0.200568832732855,1,0.017462881669544,0.216201200687739,0.282084569023926,0.484251348618791,84,2,1,83,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"243",4,-2.60017783977923,1,0.00154942049682774,0.119689172057309,0.223213827009439,0.655547580436424,84,3,1,83,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"244",2,2.43633301372836,2,0.000516866794402808,0.0924086016354629,0.195637518633034,0.7114370129371,84,4,1,83,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"245",3,2.38239577366039,2,0.0553421079227894,0.235197236972916,0.290986184475295,0.418474470629,84,5,1,83,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"246",4,0.840636735636303,1,0.000158885548189888,0.0278984795709756,0.122931514902445,0.84901111997839,85,1,1,84,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"247",2,1.09590703103192,2,0.0111883658684801,0.168103759269227,0.266174979363148,0.554532895499145,85,2,1,84,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"248",4,0.667019741220817,1,0.00067250754221178,0.0715664077987475,0.183866218007586,0.743894866651454,85,3,1,84,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"249",2,-0.828531034522143,1,0.000185191186980362,0.0484948395625049,0.150375373748382,0.800944595502132,85,4,1,84,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
"250",3,-0.455683449415103,1,0.0441986589759837,0.208877307311864,0.287367112219475,0.459556921492677,85,5,1,84,-0.815728160823804,0.0641561938708907,3.36776473870934,3.58533067269739,-0.0173673331188809,1.01441175391709
"251",4,0.272791396177343,2,0.0106027341056529,0.345370215053214,0.282317923472392,0.361709127368741,86,1,1,85,0.278273684146734,-0.504881806802586,-0.585644413516335,-0.211833603383945,-0.133659978299199,-0.348557525800724
"252",2,-1.74071389945795,2,0.0856457830446572,0.4600235994714,0.260395381328072,0.193935236155871,86,2,1,85,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"253",2,0.104225590138144,2,0.0276438417141462,0.536165064765265,0.251061022448192,0.185130071072396,86,3,1,85,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"254",2,0.635898782631335,2,0.0168402975729309,0.580339816937053,0.236821406866375,0.165998478623642,86,4,1,85,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"255",2,0.55565568637446,1,0.12976745724486,0.348854727067448,0.273015349936356,0.248362465751336,86,5,1,85,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"256",2,-0.0794745155834916,1,0.0180939640895706,0.444150376657806,0.273597991427705,0.264157667824918,88,1,1,86,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"257",2,1.68184555534391,1,0.110867126614183,0.501015793265377,0.238604746080999,0.149512334039441,88,2,1,86,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"258",3,0.297915611878254,1,0.0424806574366827,0.619056635641892,0.217796151659538,0.120666555261887,88,3,1,86,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"259",4,-0.738142948183158,2,0.0276405600548735,0.677589151383182,0.196694416052625,0.098075872509319,88,4,1,86,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"260",4,-0.951323781849078,1,0.150911092350849,0.369023322389304,0.262693969067023,0.217371616192824,88,5,1,86,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"261",3,1.45059207578497,2,0.00846571116406194,0.30798829428027,0.281184601326328,0.40236139322934,90,1,1,88,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"262",2,-0.453744502384003,1,0.0769312868798138,0.442067381970071,0.267702843082779,0.213298488067336,90,2,1,88,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"263",4,-0.267986103730457,1,0.023038612876983,0.499648147535113,0.261609132503377,0.215704107084528,90,3,1,88,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"264",2,1.05288484547057,2,0.0136222131403848,0.536250469586583,0.249973333130911,0.200153984142121,90,4,1,88,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
"265",2,0.182229727192938,2,0.122042053059352,0.340457978727932,0.276491104785166,0.261008863427551,90,5,1,88,-0.815728160823804,0.0641561938708907,3.36776473870934,3.58533067269739,-0.0173673331188809,1.01441175391709
"266",2,-1.34505852099282,1,0.145294882073435,0.740884137983868,0.0948062210728407,0.0190147588698562,91,1,1,90,0.278273684146734,-0.504881806802586,-0.585644413516335,-0.211833603383945,-0.133659978299199,-0.348557525800724
"267",2,0.870343838840926,1,0.320240161105758,0.554355714635152,0.101130068112093,0.0242740561469971,91,2,1,90,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"268",1,1.31998993039317,1,0.237194055700876,0.706284621689306,0.0507734137565762,0.00574790885324204,91,3,1,90,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"269",2,-0.58308308031885,1,0.205306109476834,0.758971445313618,0.0332242343658183,0.00249821084372994,91,4,1,90,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"270",2,-1.0337092152749,2,0.298562444410089,0.431338040277064,0.181411151432503,0.0886883638803433,91,5,1,90,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"271",2,-0.0200687664069415,2,0.0437720523549862,0.61698709426849,0.218243746807277,0.120997106569247,92,1,1,91,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"272",3,-0.00412745137576015,1,0.172356769958656,0.55510058212518,0.188405708147473,0.0841369397686899,92,2,1,91,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"273",4,0.557075766400304,2,0.0868140686980391,0.722241201423548,0.145062471927108,0.0458822579513055,92,3,1,91,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"274",2,2.38603556250574,1,0.0628059041756304,0.789589868491017,0.117546213355569,0.0300580139777834,92,4,1,91,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"275",4,-1.04512688616885,1,0.197773925137659,0.401628821930186,0.237434785466851,0.163162467465305,92,5,1,91,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"276",4,0.624395940224746,1,0.0245618084027556,0.504745079653617,0.260297746434446,0.210395365509182,96,1,1,92,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"277",2,0.0968066295918858,2,0.128858546068426,0.522435344246375,0.223218873369955,0.125487236315244,96,2,1,92,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"278",2,0.251670124069017,1,0.0543055484622491,0.66128441790907,0.194407510677673,0.0900025229510073,96,3,1,92,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"279",2,-0.627396707605788,1,0.0366312716929884,0.725030115259371,0.169928442749575,0.0684101702980652,96,4,1,92,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
"280",2,-0.379504724659712,1,0.165172806821616,0.380560863007695,0.25525445670545,0.199011873465239,96,5,1,92,-0.815728160823804,0.0641561938708907,3.36776473870934,3.58533067269739,-0.0173673331188809,1.01441175391709
"281",4,-0.67201900271063,2,0.000207876231782836,0.0331721429127941,0.132839973151826,0.833780007703597,97,1,1,96,0.278273684146734,-0.504881806802586,-0.585644413516335,-0.211833603383945,-0.133659978299199,-0.348557525800724
"282",2,1.13939439150476,1,0.0128302564335441,0.181839916180772,0.271595234949838,0.533734592435846,97,2,1,96,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"283",4,0.615919924532953,2,0.000868980876172152,0.0839573560015301,0.195833935819112,0.719339727303186,97,3,1,96,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"284",4,1.11986466408743,2,0.000253714581071026,0.0592146920232006,0.163651316742239,0.776880276653489,97,4,1,96,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"285",4,1.45996939864457,1,0.047347302815583,0.216706013040275,0.28874223645325,0.447204447690892,97,5,1,96,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"286",2,-0.347331900786666,2,0.00613180254252766,0.259502586249197,0.275601628268283,0.458763982939991,98,1,1,97,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"287",3,0.831993883190991,2,0.0660262092766348,0.416109934609859,0.276362328297088,0.241501527816418,98,2,1,97,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"288",2,-0.650852314620294,2,0.0177015342310883,0.447292238288422,0.272867919548443,0.262138307932047,98,3,1,97,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"289",2,-0.235572275223803,1,0.00999917800154702,0.472230351594174,0.264088491403937,0.253681979000341,98,4,1,97,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"290",4,-0.228750994563235,1,0.111966222426417,0.328576476397392,0.2807046105221,0.278752690654091,98,5,1,97,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"291",3,-2.33678369426381,2,0.00239780933741526,0.152056269725973,0.241980615145967,0.603565305790644,99,1,1,98,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"292",2,-1.24597605288063,1,0.0423750531635934,0.341858472581723,0.290644077221414,0.32512239703327,99,2,1,98,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"293",2,-2.11106013937258,1,0.00803909657827563,0.305680830618438,0.280614319046187,0.4056657537571,99,3,1,98,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"294",3,0.299157729678838,2,0.00388991865150771,0.298925326123349,0.272013767465062,0.425170987760081,99,4,1,98,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
"295",1,-2.61435918856019,2,0.0878375727315475,0.295151977129737,0.288718560207616,0.3282918899311,99,5,1,98,-0.815728160823804,0.0641561938708907,3.36776473870934,3.58533067269739,-0.0173673331188809,1.01441175391709
"296",2,-0.841516877918426,1,0.000354380383733175,0.0565769109721329,0.164401794458955,0.778666914185179,2,1,2,0,0.278273684146734,-0.504881806802586,-0.585644413516335,-0.211833603383945,-0.133659978299199,-0.348557525800724
"297",2,1.35738653878485,1,0.0177371622778256,0.241868327532096,0.285680304892612,0.454714205297467,2,2,2,0,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"298",4,-0.0664986412142823,2,0.00158513198882294,0.145984654868084,0.234625972774372,0.617804240368721,2,3,2,0,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"299",4,0.367365239120358,2,0.000536563477636816,0.118360077354273,0.210028059417846,0.671075299750244,2,4,2,0,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"300",1,0.692044495864334,1,0.0549772207681004,0.247800597884189,0.291994335044451,0.40522784630326,2,5,2,0,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"301",2,1.2735787099224,2,0.0111846763227287,0.411717407451634,0.275849881905603,0.301248034320035,3,1,2,2,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"302",4,0.0918083578741706,1,0.0909442275356575,0.506286220262943,0.244131327657216,0.158638224544183,3,2,2,2,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"303",4,-1.35602448355357,2,0.0293236507411179,0.613161550398603,0.223747860295196,0.133766938565082,3,3,2,2,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"304",3,1.00352069476112,2,0.0177273502983898,0.668601931327991,0.202852037440872,0.110818680932748,3,4,2,2,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"305",2,0.936804609879118,2,0.134521536317378,0.370964166994929,0.267438921043824,0.22707537564387,3,5,2,2,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"306",4,1.26070182057624,2,1.21582776553818e-05,0.00634561411282396,0.0602799694822611,0.933362258127259,6,1,2,3,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"307",3,0.782207260315846,1,0.00310535271610073,0.0872812065293754,0.212489259587946,0.697124181166578,6,2,2,3,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"308",4,-1.39029533734557,1,6.22575479405282e-05,0.0189787614987918,0.100964994593054,0.879993986360214,6,3,2,3,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"309",4,0.632281300284134,1,1.02194165132483e-05,0.00938185619549686,0.0692850270310551,0.921322897356935,6,4,2,3,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
"310",1,2.87434018113975,1,0.0228980032084549,0.153457083544587,0.268861598210857,0.554783315036101,6,5,2,3,-0.815728160823804,0.0641561938708907,3.36776473870934,3.58533067269739,-0.0173673331188809,1.01441175391709
"311",4,0.80230928445634,1,4.9687946552672e-05,0.015968582384102,0.0934070037629238,0.890574725906422,7,1,2,6,0.278273684146734,-0.504881806802586,-0.585644413516335,-0.211833603383945,-0.133659978299199,-0.348557525800724
"312",4,1.19494964206119,1,0.00657443246117103,0.137430449176828,0.248836509427955,0.607158608934046,7,2,2,6,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"313",4,-0.663022381335562,1,0.000247126226649573,0.0461526929736323,0.150418882328141,0.803181298471577,7,3,2,6,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"314",3,1.58246498427057,2,5.47314245680041e-05,0.0280280900504089,0.115461767973614,0.856455410551409,7,4,2,6,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"315",2,-2.83978803765524,2,0.0332571946676822,0.189476403410015,0.282213093855415,0.495053308066888,7,5,2,6,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"316",2,-1.68038800516161,1,0.0119286604029095,0.424116160901648,0.274457897574824,0.289497281120618,8,1,2,7,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"317",3,0.507571118873675,2,0.0938090125723154,0.511276674221253,0.241364742964404,0.153549570242027,8,2,2,7,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"318",2,-0.377977799738391,2,0.0308565425021416,0.62296420334489,0.219485595939056,0.126693658213913,8,3,2,7,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"319",3,1.11631186512491,2,0.0187931187833668,0.679776264292132,0.197797628797122,0.10363298812738,8,4,2,7,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"320",1,0.342867110679709,1,0.137018562549839,0.373481214943534,0.266140290272281,0.223359932234346,8,5,2,7,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"321",4,0.705259278640289,1,7.67649005178477e-05,0.0211931411251944,0.106494145402119,0.872235948572169,9,1,2,8,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"322",4,-0.624793013539503,2,0.00823674066616243,0.156924486938012,0.258959876546706,0.57587889584912,9,2,2,8,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"323",3,0.269772052169637,2,0.000376015641535201,0.0602294035447889,0.168359766701597,0.771034814112079,9,3,2,8,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"324",4,-1.29915447192169,1,9.14830157060838e-05,0.0390181439737576,0.133869206281518,0.827021166729018,9,4,2,8,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
"325",2,-1.1100087988393,1,0.0372329369603641,0.201604839250374,0.285382355040631,0.475779868748632,9,5,2,8,-0.815728160823804,0.0641561938708907,3.36776473870934,3.58533067269739,-0.0173673331188809,1.01441175391709
"326",4,0.733051058289443,1,9.52320409990126e-08,0.000255005612664829,0.0124283693283646,0.98731652982693,10,1,2,9,0.278273684146734,-0.504881806802586,-0.585644413516335,-0.211833603383945,-0.133659978299199,-0.348557525800724
"327",3,0.392828128576044,1,0.000197248620508314,0.0150471529471158,0.099426266821293,0.885329331611083,10,2,2,9,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"328",4,0.905570542489479,1,4.86480147673665e-07,0.00077404007585258,0.0214925958933872,0.977732877550613,10,3,2,9,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"329",4,1.64561336897363,1,2.99005636287732e-08,0.000196537745567211,0.0103920328857986,0.989411399468071,10,4,2,9,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"330",4,1.44822244612882,1,0.0057823229339484,0.0670050081990482,0.202985349655599,0.724227319211405,10,5,2,9,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"331",4,-1.56768438964095,1,4.68605930169854e-05,0.0153698641936388,0.091755064323466,0.892828210889878,11,1,2,10,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"332",3,-0.405450709482824,2,0.00637630420228675,0.134957092113303,0.247416598993225,0.611250004691185,11,2,2,10,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"333",4,-0.326991790374226,2,0.00023348043109433,0.044511121051054,0.148085890129362,0.80716950838849,11,3,2,10,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"334",4,-0.374618038805771,1,5.10610090857402e-05,0.0267976170518607,0.113133417698123,0.86001790424093,11,4,2,10,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"335",4,0.232318834324709,1,0.0327525018930863,0.187878293323226,0.281748258213041,0.497620946570647,11,5,2,10,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"336",2,-0.329086004268301,1,0.0934654294108046,0.764926834512738,0.113942711942872,0.0276650241335853,15,1,2,11,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"337",2,-0.789725591874952,2,0.265835011028853,0.590885928948388,0.113763135961229,0.0295159240615301,15,2,2,11,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"338",2,-0.209691462734327,2,0.166963856677561,0.764038457344892,0.0610147831192231,0.00798290285832319,15,3,2,11,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"339",1,-1.18574426722002,2,0.133229326931438,0.822294239506232,0.0408265431479745,0.00364989041435553,15,4,2,11,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
